bundle_id,stratum,task_id,family,regime
ad88684035fe0623,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
b9a1b0e716ec6fd4,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
c513824ddd8aeb4a,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
eddbfb88f235cc71,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
320de05c2d678c4d,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
8088692ec7e8d32c,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
52d98c88e6c8ba12,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
ff2dce6e9c8336c4,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
a8e17b8c76c08d4b,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
11064cf489b7fdd9,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
219239d88d5ec7b1,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
6a2c398c80cbfd74,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
26a90cea44474fd2,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
97d8f823b981cf66,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
2c6712691136c36a,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
40ccbd0d73a05052,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
653a46ca045a8298,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
7fb8c4eb15e092ce,audit_topup,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
81465f134b17af37,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
9b17616388ad0812,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
a38ee1bb2ed89638,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
30ec2da9369344bb,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
ae3e4cf7449ccb68,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
3413da1d09549fd2,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
c78dc694387e57a7,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
815f758fa4933c98,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
1820833bfe9ee976,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
d715d1b2be42a1ff,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
9a94573b55694694,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
1b856a5a684ed2c7,audit_topup,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
6976e5cb1afb841b,audit_topup,delegated_docs_000:FULL:s13,delegated_docs,FULL
1f45a01b80d8e1d0,audit_topup,delegated_docs_000:FULL:s13,delegated_docs,FULL
